	220823_01_WF_RNA_GV_totalRNA_WT_W5_rep1	220823_02_WF_RNA_GV_totalRNA_WT_W5_rep2	220823_03_WF_RNA_GV_totalRNA_WT_W5_rep3	220823_04_WF_RNA_GV_totalRNA_Mll3KO_W5_rep1	220823_05_WF_RNA_GV_totalRNA_Mll3KO_W5_rep2	220823_06_WF_RNA_GV_totalRNA_Mll3KO_W5_rep3
ENSMUSG00000003135.15	1724	1129	1849	2006	1896	1792
ENSMUSG00000003153.10	1	1	4	2	2	1
ENSMUSG00000003154.15	163	87	221	235	248	319
ENSMUSG00000003161.15	41	41	75	14	31	31
ENSMUSG00000003166.20	201	170	332	281	183	209
ENSMUSG00000003184.15	67	53	117	96	98	94
ENSMUSG00000003190.12	29	14	26	34	14	32
ENSMUSG00000003198.10	46	33	54	43	37	42
ENSMUSG00000003199.16	87	77	194	97	104	89
ENSMUSG00000003200.10	482	366	749	508	402	432
ENSMUSG00000003206.7	4	5	5	9	12	16
ENSMUSG00000003208.9	95	101	169	139	125	119
ENSMUSG00000003226.7	1914	1312	2778	1789	2246	2341
ENSMUSG00000003227.4	20	33	87	2	3	2
ENSMUSG00000003228.8	201	216	457	157	143	188
ENSMUSG00000003233.12	830	711	1346	889	794	832
ENSMUSG00000003234.16	2408	2105	4344	2530	2192	2412
ENSMUSG00000003235.13	128	98	216	92	103	111
ENSMUSG00000003269.17	521	471	1190	575	631	708
ENSMUSG00000003271.17	12	5	6	41	42	37
ENSMUSG00000003273.14	7	3	0	14	22	14
ENSMUSG00000003279.17	65	40	83	76	61	62
ENSMUSG00000003282.9	612	381	777	567	627	649
ENSMUSG00000003283.14	12	8	10	6	5	3
ENSMUSG00000003299.10	227	170	263	300	236	280
ENSMUSG00000003308.15	91	66	120	147	100	104
ENSMUSG00000003309.14	560	409	629	710	580	614
ENSMUSG00000003316.14	533	405	874	433	466	436
ENSMUSG00000003341.9	0	1	0	0	2	0
ENSMUSG00000003344.14	378	313	479	623	468	504
ENSMUSG00000003345.16	442	384	740	592	518	568
ENSMUSG00000003346.14	181	110	215	203	158	232
ENSMUSG00000003348.10	87	51	108	64	73	88
ENSMUSG00000003352.14	174	132	243	314	219	250
ENSMUSG00000003354.6	25	34	62	27	27	30
ENSMUSG00000003355.7	6	1	3	1	4	3
ENSMUSG00000003360.15	348	313	704	350	319	344
ENSMUSG00000003363.15	225	153	266	237	162	208
ENSMUSG00000003378.9	45	44	58	31	31	35
ENSMUSG00000003379.7	0	0	0	1	1	0
ENSMUSG00000003380.11	97	65	87	152	89	64
ENSMUSG00000003382.18	6	7	19	13	7	6
ENSMUSG00000003402.14	177	171	438	219	190	171
ENSMUSG00000003410.8	762	724	1518	870	933	1037
ENSMUSG00000003411.10	250	201	363	172	162	197
ENSMUSG00000003418.11	92	63	134	25	32	45
ENSMUSG00000003420.8	1	1	2	4	1	2
ENSMUSG00000003421.13	457	372	729	538	540	538
ENSMUSG00000003423.15	68	50	72	59	63	56
ENSMUSG00000003429.11	390	270	435	425	385	294
ENSMUSG00000003435.9	879	883	1786	1094	930	1044
ENSMUSG00000003436.11	52	25	67	64	62	85
ENSMUSG00000003437.14	559	583	1328	682	646	637
ENSMUSG00000003438.17	164	124	204	191	163	171
ENSMUSG00000003444.8	143	97	149	106	121	96
ENSMUSG00000003452.15	34	4	22	13	25	38
ENSMUSG00000003458.12	350	310	529	362	363	335
ENSMUSG00000003464.13	348	245	595	345	339	334
ENSMUSG00000003469.9	0	0	0	1	1	1
ENSMUSG00000003476.16	0	0	0	0	0	0
ENSMUSG00000003477.5	0	0	0	0	0	0
ENSMUSG00000003484.4	0	0	0	0	0	1
ENSMUSG00000003500.13	17	19	14	13	13	6
ENSMUSG00000003505.15	0	0	0	0	0	0
ENSMUSG00000003518.13	6	1	2	1	0	1
ENSMUSG00000003526.12	244	242	516	350	365	341
ENSMUSG00000003527.9	550	427	801	624	527	593
ENSMUSG00000003528.15	154	122	183	221	216	177
ENSMUSG00000003531.15	165	120	239	181	150	199
ENSMUSG00000003534.17	209	130	220	257	287	251
ENSMUSG00000003541.6	3	0	0	0	1	0
ENSMUSG00000003545.3	87	24	51	46	62	57
ENSMUSG00000003546.10	46	34	98	72	65	69
ENSMUSG00000003549.9	40	24	30	38	32	42
ENSMUSG00000003555.7	7	3	5	3	13	9
ENSMUSG00000003559.7	18	8	18	10	7	6
ENSMUSG00000003573.15	1	1	4	1	3	0
ENSMUSG00000003575.13	246	169	353	268	219	244
ENSMUSG00000003581.14	111	71	153	147	159	125
ENSMUSG00000003585.13	41	33	50	73	43	56
ENSMUSG00000003604.14	967	827	1620	979	921	986
ENSMUSG00000003617.16	0	0	0	0	0	0
ENSMUSG00000003623.4	95	82	142	82	80	111
ENSMUSG00000003644.17	145	109	214	161	124	123
ENSMUSG00000003657.9	4	2	8	5	5	4
ENSMUSG00000003660.10	1874	1462	2848	1974	1886	1856
ENSMUSG00000003662.10	414	363	630	526	487	472
ENSMUSG00000003665.7	0	0	0	0	0	0
ENSMUSG00000003680.15	271	168	308	267	174	216
ENSMUSG00000003721.14	40	19	41	29	27	39
ENSMUSG00000003731.13	867	748	1510	824	727	793
ENSMUSG00000003746.16	87	60	102	25	23	34
ENSMUSG00000003752.9	1	3	2	7	4	2
ENSMUSG00000003762.13	29	23	50	40	15	20
ENSMUSG00000003778.14	441	334	732	339	350	373
ENSMUSG00000003779.15	1347	1030	1937	1653	1503	1482
ENSMUSG00000003808.18	223	203	412	297	225	238
ENSMUSG00000003809.14	69	56	131	112	96	98
ENSMUSG00000003810.12	1283	1105	2136	1196	1109	1175
ENSMUSG00000003812.13	12	1	2	5	16	1
ENSMUSG00000003813.15	30	23	43	37	34	29
ENSMUSG00000003814.8	4812	4250	9002	4998	5386	5081
ENSMUSG00000003824.12	2266	1935	3829	2380	2514	3063
ENSMUSG00000003847.16	189	131	304	176	198	218
ENSMUSG00000003848.14	34	20	40	44	63	32
ENSMUSG00000003849.8	11	12	10	5	3	2
ENSMUSG00000003863.18	2	1	5	2	4	2
ENSMUSG00000003865.16	738	573	1091	735	680	616
ENSMUSG00000003868.14	778	662	1257	882	803	802
ENSMUSG00000003872.9	10	8	8	25	24	31
ENSMUSG00000003873.11	34	18	36	26	21	24
ENSMUSG00000003882.5	0	0	0	0	0	0
ENSMUSG00000003923.14	316	304	631	306	314	377
ENSMUSG00000003929.10	229	164	272	212	207	228
ENSMUSG00000003934.5	1	0	0	2	0	0
ENSMUSG00000003948.17	19	10	17	17	14	19
ENSMUSG00000003949.16	6	7	22	11	16	14
ENSMUSG00000003955.8	525	408	718	509	476	497
ENSMUSG00000003970.9	616	436	935	445	491	637
ENSMUSG00000003974.6	1	0	0	0	0	0
ENSMUSG00000003992.15	212	141	284	187	184	193
ENSMUSG00000004018.9	83	46	109	84	57	71
ENSMUSG00000004031.13	14	46	61	79	72	90
ENSMUSG00000004032.10	503	327	552	377	403	493
ENSMUSG00000004035.12	1	0	3	2	2	0
ENSMUSG00000004038.9	0	0	0	0	0	0
ENSMUSG00000004040.16	1210	1054	2325	1261	937	1009
ENSMUSG00000004043.14	87	42	78	78	80	77
ENSMUSG00000004044.9	49	34	71	165	131	181
ENSMUSG00000004054.8	354	198	432	365	296	354
ENSMUSG00000004056.15	265	231	460	362	261	275
ENSMUSG00000004069.17	672	433	819	745	731	770
ENSMUSG00000004070.15	243	203	459	271	255	252
ENSMUSG00000004071.13	269	176	326	241	226	233
ENSMUSG00000004085.14	200	238	338	194	178	180
ENSMUSG00000004096.9	687	573	1126	754	773	784
ENSMUSG00000004098.7	0	0	0	0	1	0
ENSMUSG00000004099.16	33108	32731	64586	33428	29899	28622
ENSMUSG00000004100.12	627	498	930	640	599	608
ENSMUSG00000004105.8	164	113	213	271	251	257
ENSMUSG00000004110.16	32	25	38	19	14	18
ENSMUSG00000004113.18	7	4	17	2	0	5
ENSMUSG00000004127.12	60	41	58	50	51	38
ENSMUSG00000004151.17	152	145	235	108	63	86
ENSMUSG00000004187.11	4	2	3	6	5	7
ENSMUSG00000004207.14	315	211	395	335	306	220
ENSMUSG00000004231.15	110	81	155	159	131	110
ENSMUSG00000004233.14	49	25	50	43	38	45
ENSMUSG00000004263.15	8	1	9	12	6	14
ENSMUSG00000004264.17	689	552	1026	842	744	862
ENSMUSG00000004266.15	283	157	388	604	557	551
ENSMUSG00000004267.16	0	0	0	0	0	0
ENSMUSG00000004268.11	493	360	670	522	437	424
ENSMUSG00000004270.13	9	10	14	4	19	9
ENSMUSG00000004285.12	193	102	151	128	96	148
ENSMUSG00000004296.14	3	0	4	3	2	0
ENSMUSG00000004319.15	487	365	872	433	457	543
ENSMUSG00000004328.15	127	99	160	62	58	51
ENSMUSG00000004341.8	123	64	97	125	170	137
ENSMUSG00000004344.12	0	0	0	0	0	0
ENSMUSG00000004347.16	169	171	322	181	227	209
ENSMUSG00000004356.8	2577	2244	4041	2474	2419	2566
ENSMUSG00000004359.16	0	3	2	1	1	1
ENSMUSG00000004360.9	0	0	0	0	0	0
ENSMUSG00000004364.14	1244	1165	2404	1181	1435	1553
ENSMUSG00000004366.4	0	0	0	0	0	0
ENSMUSG00000004371.14	1	3	2	3	3	4
ENSMUSG00000004383.18	90	88	107	114	66	79
ENSMUSG00000004393.10	352	243	394	420	344	309
ENSMUSG00000004394.12	39	21	21	26	29	16
ENSMUSG00000004415.15	1	0	0	1	1	0
ENSMUSG00000004446.12	13	5	8	13	15	2
ENSMUSG00000004451.14	7	3	9	6	5	9
ENSMUSG00000004455.16	206	142	265	212	175	182
ENSMUSG00000004460.17	878	753	1713	823	683	778
ENSMUSG00000004462.7	326	240	477	364	298	347
ENSMUSG00000004473.10	7	2	4	2	9	13
ENSMUSG00000004500.9	4	0	1	1	1	1
ENSMUSG00000004508.6	686	396	814	603	685	694
ENSMUSG00000004530.12	333	304	588	290	321	339
ENSMUSG00000004535.12	3892	3531	7659	3421	3851	4245
ENSMUSG00000004540.7	198	135	246	141	161	155
ENSMUSG00000004542.15	0	0	0	0	0	0
ENSMUSG00000004552.16	1	0	0	1	0	0
ENSMUSG00000004558.15	3	2	2	1	8	2
ENSMUSG00000004561.14	45	33	45	50	40	43
ENSMUSG00000004562.16	12	6	7	10	6	6
ENSMUSG00000004565.15	261	191	302	233	258	254
ENSMUSG00000004567.16	216	180	290	202	163	151
ENSMUSG00000004568.12	554	531	1077	333	290	271
ENSMUSG00000004591.16	2372	1911	3978	2650	2827	3384
ENSMUSG00000004609.11	0	0	0	0	2	0
ENSMUSG00000004610.4	12	5	9	17	11	11
ENSMUSG00000004612.9	0	0	0	0	0	0
ENSMUSG00000004626.14	134	93	211	109	95	92
ENSMUSG00000004630.18	0	0	0	0	0	0
ENSMUSG00000004631.15	5	6	5	5	4	3
ENSMUSG00000004633.17	315	180	411	210	191	258
ENSMUSG00000004637.15	112	87	201	108	111	83
ENSMUSG00000004642.13	6214	5156	9168	6621	6689	6690
ENSMUSG00000004651.6	1	4	0	1	4	2
ENSMUSG00000004654.6	0	0	0	1	0	0
ENSMUSG00000004655.5	5	2	6	5	5	5
ENSMUSG00000004661.15	389	174	317	510	381	431
ENSMUSG00000004665.10	0	2	0	3	4	0
ENSMUSG00000004667.18	203	184	366	177	156	178
ENSMUSG00000004668.14	1040	732	1394	910	943	934
ENSMUSG00000004677.17	617	503	1025	1230	1025	1101
ENSMUSG00000004698.10	178	172	308	182	179	216
ENSMUSG00000004707.14	0	0	0	1	0	3
ENSMUSG00000004709.14	21	10	27	2	2	10
ENSMUSG00000004730.15	0	0	0	1	2	0
ENSMUSG00000004748.5	2	0	2	0	5	2
ENSMUSG00000004768.14	597	471	887	691	683	708
ENSMUSG00000004771.12	1029	866	1470	1062	1043	1164
ENSMUSG00000004788.11	147	143	231	152	120	136
ENSMUSG00000004789.10	1222	1164	2274	1386	1353	1357
ENSMUSG00000004791.7	0	0	0	0	0	0
ENSMUSG00000004798.14	203	131	199	175	178	213
ENSMUSG00000004814.10	0	0	0	0	1	0
ENSMUSG00000004815.12	5	0	5	14	3	3
ENSMUSG00000004821.1	0	0	0	0	0	0
ENSMUSG00000004837.2	0	0	0	0	0	0
ENSMUSG00000004842.18	0	0	0	0	0	0
ENSMUSG00000004843.7	146	173	309	137	151	156
ENSMUSG00000004846.10	21	10	14	23	20	13
ENSMUSG00000004849.14	83	48	98	67	74	75
ENSMUSG00000004864.13	10	11	13	18	10	6
ENSMUSG00000004865.16	4216	4004	7656	4092	4161	4523
ENSMUSG00000004872.15	3	5	14	0	1	2
ENSMUSG00000004880.11	3422	2387	4397	3604	3492	3413
ENSMUSG00000004885.5	655	471	819	1173	1181	1317
ENSMUSG00000004891.16	82	41	178	252	217	193
ENSMUSG00000004892.13	1	1	1	2	2	0
ENSMUSG00000004894.10	0	2	0	1	1	0
ENSMUSG00000004895.9	140	111	170	200	132	155
ENSMUSG00000004896.16	41	28	42	57	40	44
ENSMUSG00000004897.16	516	494	1060	695	679	818
ENSMUSG00000004902.7	0	0	2	0	0	0
ENSMUSG00000004929.12	668	544	966	914	730	749
ENSMUSG00000004931.11	44	29	30	32	23	25
ENSMUSG00000004933.17	10	3	2	0	0	2
ENSMUSG00000004934.14	971	802	1400	1153	973	1136
ENSMUSG00000004936.8	1353	1081	1941	1363	1171	1154
ENSMUSG00000004937.6	654	411	795	666	599	685
ENSMUSG00000004939.7	0	0	0	0	0	0
ENSMUSG00000004945.15	53	38	57	45	32	38
ENSMUSG00000004947.15	3267	2278	4227	3806	3248	3685
ENSMUSG00000004948.12	6549	4867	8727	5925	5772	5825
ENSMUSG00000004951.10	23	10	17	46	49	21
ENSMUSG00000004952.13	960	652	999	1298	1078	1073
ENSMUSG00000004961.7	22	21	46	21	39	35
ENSMUSG00000004980.16	1721	1355	2932	1502	1699	1833
ENSMUSG00000004988.9	0	0	0	2	0	0
ENSMUSG00000004994.12	808	677	1268	867	848	1016
ENSMUSG00000004996.9	4	7	14	8	7	9
ENSMUSG00000005034.15	165	142	242	141	172	187
ENSMUSG00000005043.13	12	10	10	7	6	4
ENSMUSG00000005045.16	312	273	537	535	488	459
ENSMUSG00000005054.7	5	11	22	6	4	5
ENSMUSG00000005057.13	6	1	8	3	6	3
ENSMUSG00000005069.12	219	148	341	291	258	259
ENSMUSG00000005078.16	219	122	202	225	201	215
ENSMUSG00000005087.17	0	0	2	0	0	0
ENSMUSG00000005089.15	0	0	1	0	0	0
ENSMUSG00000005102.13	1007	896	1572	959	916	809
ENSMUSG00000005103.12	1256	1051	2218	1478	1347	1453
ENSMUSG00000005107.13	50	13	40	51	47	59
ENSMUSG00000005124.10	6	2	14	0	3	3
ENSMUSG00000005125.13	2	0	0	0	2	1
ENSMUSG00000005131.4	353	305	565	211	255	241
ENSMUSG00000005142.10	26	20	21	15	17	17
ENSMUSG00000005148.8	1	1	3	0	0	1
ENSMUSG00000005150.16	9	13	23	19	23	7
ENSMUSG00000005161.15	1891	1421	2379	1986	1671	1770
ENSMUSG00000005198.15	811	553	1071	980	993	1070
ENSMUSG00000005202.2	3	1	2	0	3	1
ENSMUSG00000005204.12	608	483	1075	717	657	772
ENSMUSG00000005220.10	9	4	19	9	6	2
ENSMUSG00000005225.15	2289	1909	3804	1770	1735	1847
ENSMUSG00000005232.11	1	0	0	4	1	5
ENSMUSG00000005233.16	903	710	1506	763	1007	1036
ENSMUSG00000005237.14	185	124	210	126	139	101
ENSMUSG00000005251.15	14	14	24	34	13	16
ENSMUSG00000005262.13	110	84	126	98	111	99
ENSMUSG00000005267.13	0	0	2	1	0	2
ENSMUSG00000005268.20	517	500	853	201	134	190
ENSMUSG00000005299.6	420	410	973	435	463	464
ENSMUSG00000005312.15	4144	3271	5808	4352	3906	4160
ENSMUSG00000005320.9	1	0	4	2	0	0
ENSMUSG00000005338.13	0	0	0	0	0	0
ENSMUSG00000005339.10	0	0	0	1	0	0
ENSMUSG00000005354.16	647	416	727	732	602	648
ENSMUSG00000005355.9	0	0	0	0	0	0
ENSMUSG00000005357.9	1	0	0	0	0	0
ENSMUSG00000005360.14	4	2	6	0	0	0
ENSMUSG00000005362.14	549	448	969	428	482	473
ENSMUSG00000005364.11	0	1	1	0	0	0
ENSMUSG00000005370.3	2342	2356	5324	2280	2215	2451
ENSMUSG00000005371.14	3048	2449	5100	2991	3183	3650
ENSMUSG00000005373.13	412	284	610	447	432	579
ENSMUSG00000005374.13	45	37	58	44	32	46
ENSMUSG00000005378.17	93	54	114	77	72	80
ENSMUSG00000005397.8	34	17	32	32	32	64
ENSMUSG00000005410.6	900	778	1492	1113	919	866
ENSMUSG00000005413.8	5	7	7	5	9	14
ENSMUSG00000005417.17	2103	2181	4453	2198	2039	2164
ENSMUSG00000005442.13	1959	1532	2859	2492	2039	2256
ENSMUSG00000005447.12	62	43	101	75	83	89
ENSMUSG00000005465.9	3	0	0	0	0	0
ENSMUSG00000005469.10	255	172	295	265	241	244
ENSMUSG00000005470.8	546	387	679	518	442	514
ENSMUSG00000005474.9	2	0	0	0	0	0
ENSMUSG00000005481.18	358	256	464	357	287	309
ENSMUSG00000005483.10	1345	995	2128	1265	1112	1451
ENSMUSG00000005493.15	451	309	548	393	436	539
ENSMUSG00000005501.14	37	32	46	25	13	34
ENSMUSG00000005503.8	230	180	284	313	227	204
ENSMUSG00000005505.12	180	117	251	213	224	235
ENSMUSG00000005506.16	1410	1022	2040	1570	1590	1616
ENSMUSG00000005510.9	136	102	178	132	129	144
ENSMUSG00000005514.14	413	292	643	554	425	449
ENSMUSG00000005533.10	625	368	778	367	381	403
ENSMUSG00000005534.10	117	88	170	72	59	69
ENSMUSG00000005540.10	0	0	0	0	0	0
ENSMUSG00000005547.14	0	0	0	0	1	0
ENSMUSG00000005553.14	16	5	14	66	59	55
ENSMUSG00000005566.14	1805	1444	2764	2203	1901	1995
ENSMUSG00000005575.16	143	120	184	168	145	149
ENSMUSG00000005580.11	381	350	720	563	517	507
ENSMUSG00000005583.16	5	5	8	4	12	7
ENSMUSG00000005609.16	474	448	884	503	512	524
ENSMUSG00000005610.17	4769	3467	6910	4597	4848	5192
ENSMUSG00000005611.15	128	89	146	121	116	106
ENSMUSG00000005615.15	1022	922	1691	1042	1059	1030
ENSMUSG00000005621.11	4191	3399	6297	3703	3264	3644
ENSMUSG00000005625.15	2439	2303	4735	2409	2475	2735
ENSMUSG00000005628.12	8	12	16	0	0	0
ENSMUSG00000005640.11	0	2	0	0	0	0
ENSMUSG00000005649.17	0	2	3	0	1	5
ENSMUSG00000005656.9	774	570	1136	662	718	849
ENSMUSG00000005667.8	1373	1085	1887	1149	997	1050
ENSMUSG00000005672.12	4276	3383	6542	3916	3787	4240
ENSMUSG00000005674.9	4	2	5	3	7	1
ENSMUSG00000005677.14	1	0	0	0	0	0
ENSMUSG00000005681.12	0	0	0	0	0	0
ENSMUSG00000005682.9	1221	1014	1918	1414	1282	1235
ENSMUSG00000005683.8	1614	1321	2204	1962	1604	1538
ENSMUSG00000005686.17	746	461	858	1111	1019	982
ENSMUSG00000005687.14	132	120	218	138	137	127
ENSMUSG00000005698.15	1360	1137	2396	1491	1425	1569
ENSMUSG00000005699.16	103	72	134	108	108	115
ENSMUSG00000005705.10	1	1	3	0	0	1
ENSMUSG00000005716.16	0	0	0	0	0	0
ENSMUSG00000005718.8	73	58	123	144	129	167
ENSMUSG00000005732.14	242	226	505	237	278	300
ENSMUSG00000005763.15	1	2	4	1	0	1
ENSMUSG00000005774.12	921	703	1413	846	803	915
ENSMUSG00000005779.12	336	279	441	361	296	292
ENSMUSG00000005800.3	0	0	0	0	0	0
ENSMUSG00000005802.12	1214	843	1515	1228	1270	1372
ENSMUSG00000005803.14	4	8	7	3	1	2
ENSMUSG00000005804.14	28	12	30	26	38	33
ENSMUSG00000005813.12	134	126	199	104	109	128
ENSMUSG00000005823.9	150	102	177	183	157	176
ENSMUSG00000005824.7	0	0	0	0	0	0
ENSMUSG00000005836.9	17	5	11	3	15	5
ENSMUSG00000005846.12	4744	3532	6885	4807	4843	5116
ENSMUSG00000005871.14	3838	3345	6964	3591	3703	4472
ENSMUSG00000005873.5	365	232	386	339	333	293
ENSMUSG00000005881.13	360	247	499	379	303	345
ENSMUSG00000005882.18	579	425	805	411	381	418
ENSMUSG00000005883.15	0	0	0	0	0	0
ENSMUSG00000005886.14	1771	1409	2690	1421	1512	1490
ENSMUSG00000005891.7	0	0	0	0	0	0
ENSMUSG00000005892.4	5	5	10	7	3	5
ENSMUSG00000005893.14	188	128	229	133	155	136
ENSMUSG00000005897.14	93	89	164	136	115	131
ENSMUSG00000005899.14	324	254	462	387	343	342
ENSMUSG00000005907.14	726	547	966	800	756	798
ENSMUSG00000005917.15	75	62	126	66	63	88
ENSMUSG00000005936.19	405	330	722	474	443	506
ENSMUSG00000005947.11	1	4	5	5	10	12
ENSMUSG00000005949.9	150	77	134	218	170	191
ENSMUSG00000005950.14	3	0	1	0	0	0
ENSMUSG00000005951.13	4	3	2	4	3	6
ENSMUSG00000005952.15	0	1	0	0	0	0
ENSMUSG00000005958.15	2	2	0	1	2	0
ENSMUSG00000005968.14	78	43	108	82	73	70
ENSMUSG00000005973.6	34	12	9	18	24	24
ENSMUSG00000005980.15	0	0	0	0	0	0
ENSMUSG00000005981.11	687	448	845	564	602	635
ENSMUSG00000005982.13	219	124	252	224	214	253
ENSMUSG00000005983.15	4	0	2	2	1	1
ENSMUSG00000005986.15	14	5	13	27	13	10
ENSMUSG00000005994.14	0	0	0	0	0	0
ENSMUSG00000006005.18	3354	2788	6326	2894	3448	3567
ENSMUSG00000006007.14	0	0	0	0	1	0
ENSMUSG00000006010.14	132	112	239	130	135	161
ENSMUSG00000006014.16	87	71	136	29	35	46
ENSMUSG00000006019.15	107	107	165	150	102	105
ENSMUSG00000006021.5	14	6	23	13	14	8
ENSMUSG00000006024.13	231	173	243	242	192	199
ENSMUSG00000006050.11	104	64	104	98	94	101
ENSMUSG00000006056.13	0	1	1	0	0	0
ENSMUSG00000006057.15	181	137	216	221	183	204
ENSMUSG00000006058.10	83	88	171	93	88	115
ENSMUSG00000006095.12	282	233	344	262	270	223
ENSMUSG00000006127.9	164	92	220	153	165	162
ENSMUSG00000006134.4	444	317	664	546	408	448
ENSMUSG00000006143.12	41	18	40	39	20	27
ENSMUSG00000006154.13	10	0	1	10	9	16
ENSMUSG00000006169.19	1622	1448	3031	1539	1697	1814
ENSMUSG00000006179.9	0	0	0	0	0	1
ENSMUSG00000006191.17	189	150	350	230	216	225
ENSMUSG00000006204.6	1	0	2	0	1	4
ENSMUSG00000006205.13	393	239	471	171	114	138
ENSMUSG00000006215.12	99	101	219	133	98	106
ENSMUSG00000006216.10	0	0	0	0	0	0
ENSMUSG00000006218.4	0	0	0	2	0	2
ENSMUSG00000006219.12	0	1	0	2	0	0
ENSMUSG00000006221.7	0	0	0	0	0	0
ENSMUSG00000006235.6	0	0	0	1	2	1
ENSMUSG00000006241.16	0	0	0	1	1	1
ENSMUSG00000006262.15	830	640	1205	479	615	650
ENSMUSG00000006269.7	34	8	21	9	16	28
ENSMUSG00000006270.7	0	0	0	0	0	0
ENSMUSG00000006273.14	1084	841	1478	1106	1012	894
ENSMUSG00000006276.10	1927	1533	3196	2142	1895	2141
ENSMUSG00000006281.8	111	97	149	111	93	106
ENSMUSG00000006288.8	177	175	315	161	121	151
ENSMUSG00000006289.14	27	15	21	23	16	14
ENSMUSG00000006299.13	242	217	483	347	261	261
ENSMUSG00000006301.17	611	357	702	614	550	549
ENSMUSG00000006304.14	574	460	1015	487	476	582
ENSMUSG00000006307.16	2002	1744	3694	2227	1957	2096
ENSMUSG00000006310.10	59	37	54	59	49	61
ENSMUSG00000006311.8	0	0	0	0	0	0
ENSMUSG00000006313.5	2	3	6	4	2	7
ENSMUSG00000006315.9	53	39	37	68	64	71
ENSMUSG00000006333.14	526	295	630	566	450	462
ENSMUSG00000006335.16	377	358	714	349	339	357
ENSMUSG00000006342.15	1	0	3	6	1	1
ENSMUSG00000006344.17	2	0	0	3	4	2
ENSMUSG00000006345.10	87	52	111	98	78	82
ENSMUSG00000006356.10	41	33	61	56	52	51
ENSMUSG00000006360.11	0	1	0	1	0	0
ENSMUSG00000006362.16	481	194	367	665	649	643
ENSMUSG00000006369.14	48	14	23	23	26	23
ENSMUSG00000006378.15	31	25	30	33	17	26
ENSMUSG00000006386.15	190	149	322	114	155	138
ENSMUSG00000006389.13	0	0	0	0	0	0
ENSMUSG00000006390.15	243	169	275	262	211	228
ENSMUSG00000006392.16	449	422	851	469	473	518
ENSMUSG00000006395.16	5	4	6	6	3	4
ENSMUSG00000006398.15	306	247	396	382	278	238
ENSMUSG00000006403.13	77	18	40	109	119	113
ENSMUSG00000006411.12	0	0	3	0	0	0
ENSMUSG00000006412.10	158	100	294	165	143	154
ENSMUSG00000006418.17	3142	2149	3679	3710	3140	3074
ENSMUSG00000006435.15	6	4	5	4	6	13
ENSMUSG00000006442.10	153	137	212	177	146	139
ENSMUSG00000006445.3	6	6	2	3	12	2
ENSMUSG00000006456.10	130	74	140	139	112	102
ENSMUSG00000006457.3	328	339	572	424	357	325
ENSMUSG00000006462.6	0	0	0	0	0	0
ENSMUSG00000006463.13	587	574	1224	680	608	718
ENSMUSG00000006464.8	14	4	5	7	9	3
ENSMUSG00000006469.13	0	0	0	0	0	0
ENSMUSG00000006471.18	26	16	39	35	31	32
ENSMUSG00000006476.19	7	1	6	6	5	2
ENSMUSG00000006488.17	0	0	0	0	0	0
ENSMUSG00000006490.3	0	0	0	0	0	0
ENSMUSG00000006494.11	279	223	442	235	275	340
ENSMUSG00000006498.16	1962	1495	2631	2301	1871	1852
ENSMUSG00000006517.5	26	21	45	36	28	32
ENSMUSG00000006519.11	4	0	1	2	1	1
ENSMUSG00000006522.17	1	5	5	0	0	1
ENSMUSG00000006526.13	63	22	69	60	49	56
ENSMUSG00000006527.16	6909	5302	10350	8032	7615	8801
ENSMUSG00000006529.16	0	0	0	0	0	0
ENSMUSG00000006538.12	26	3	5	4	10	14
ENSMUSG00000006542.13	0	0	0	0	0	0
ENSMUSG00000006546.3	2	0	1	0	1	0
ENSMUSG00000006567.11	7	5	7	5	3	2
ENSMUSG00000006570.3	0	0	0	0	0	0
ENSMUSG00000006574.15	0	2	1	0	0	0
ENSMUSG00000006575.14	0	5	2	7	6	6
ENSMUSG00000006576.16	4	0	5	7	13	4
ENSMUSG00000006585.3	1197	879	1548	1456	1208	1231
ENSMUSG00000006586.15	989	1071	2074	889	943	1007
ENSMUSG00000006587.6	114	70	133	261	180	163
ENSMUSG00000006589.8	45	31	43	51	32	23
ENSMUSG00000006599.13	717	666	1372	652	752	816
ENSMUSG00000006611.15	3	0	1	2	1	0
ENSMUSG00000006638.14	3	1	0	5	5	2
ENSMUSG00000006641.12	32	22	41	50	34	26
ENSMUSG00000006642.3	0	0	0	0	0	1
ENSMUSG00000006649.17	0	0	0	0	0	0
ENSMUSG00000006651.8	2	0	1	3	2	0
ENSMUSG00000006673.14	868	670	1284	904	952	989
ENSMUSG00000006675.10	1	3	2	2	0	1
ENSMUSG00000006676.16	6474	5956	12001	7296	6085	5984
ENSMUSG00000006699.17	817	556	926	802	759	819
ENSMUSG00000006705.12	98	69	136	70	86	81
ENSMUSG00000006711.15	13	12	24	10	10	14
ENSMUSG00000006715.11	389	236	569	305	267	320
ENSMUSG00000006717.7	254	187	291	272	228	294
ENSMUSG00000006720.16	288	190	400	316	332	337
ENSMUSG00000006724.12	2	1	4	2	1	6
ENSMUSG00000006728.12	80	33	72	73	61	53
ENSMUSG00000006731.10	0	0	0	0	0	0
ENSMUSG00000006732.14	45	21	48	42	38	45
ENSMUSG00000006736.9	95	57	118	83	101	94
ENSMUSG00000006740.13	1284	704	1548	762	1096	1154
